Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
12,201,189,1.09,248,0.41,381,1.12
12,202,297,1.33,30,0.89,136,1.59
12,203,139,0.99,23,0.89,1011,0.99
12,204,763,0.99,20,0.89,770,0.99
12,205,109,1.58,325,0.44,156,1.59
12,206,882,0.99,25,0.89,184,1.59
12,207,76,1.58,11,0.89,1557,0.89
12,208,785,0.99,28,0.89,142,1.58
12,209,347,1.08,113,0.66,465,1.09
12,210,118,1.59,41,0.89,147,1.58
12,211,58,1.59,8,0.89,0,0.0
12,212,82,1.59,290,0.50,193,1.57
12,213,700,0.99,23,0.89,907,0.99
12,214,112,1.37,67,0.79,154,1.57
12,215,88,1.58,43,0.89,179,1.59
12,216,92,1.59,34,0.89,160,1.59
12,217,336,1.09,36,0.89,411,1.09
12,218,71,1.55,39,0.89,179,1.56
12,219,0,0.0,0,0.00,0,0.0
12,220,224,1.16,54,0.77,490,1.3
12,221,110,1.59,20,0.89,173,1.58
12,222,147,1.33,323,0.44,271,1.33
12,223,375,0.99,26,0.70,727,0.99
12,224,316,1.1,37,0.66,490,1.1
12,225,194,1.33,55,0.66,374,1.33
12,226,226,1.33,369,0.44,338,1.33
12,227,98,1.58,37,0.89,195,1.58
12,228,287,1.33,37,0.89,350,1.33
12,229,107,1.58,39,0.89,153,1.58
12,230,228,1.33,286,0.51,328,1.33
